,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
774,175,I Fall Apart,Post Malone,1610526,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
775,176,everything i wanted,Billie Eilish,1610051,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,unspecified
776,177,Pussy Talk,City Girls,1603103,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,37hAfseJWi0G3Scife12Il,dance pop,pop,pop rap
777,178,"10,000 Hours (with Justin Bieber)",Dan + Shay,1586768,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,7z5WFjZAIYejWy0NI5lv4T,contemporary country,country,pop
778,179,Bang!,AJR,1579321,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,6s22t5Y3prQHyaHWUN1R1C,modern rock,unspecified,unspecified
779,180,Daddy Issues,The Neighbourhood,1577941,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,modern rock,pop
780,181,rockstar (feat. 21 Savage),Post Malone,1575322,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
781,182,Kings & Queens,Ava Max,1547656,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,4npEfmQ6YuiwW1GpUmaq3F,dance pop,pop,unspecified
782,183,Reanimator (feat. Yves Tumor),Joji,1542482,https://open.spotify.com/track/18CK4TdFJhPYQtUX2fq8D8,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,3MZsBdqDrRTJihTHQrO6Dq,alternative r&b,viral pop,unspecified
783,184,Kacey Talk,YoungBoy Never Broke Again,1541224,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,7wlFDEWiM5OoIAt8RSli8b,baton rouge rap,trap,unspecified
784,185,XO Tour Llif3,Lil Uzi Vert,1533080,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
785,186,Wow.,Post Malone,1530323,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
786,187,Be Kind (with Halsey),Marshmello,1528473,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,64KEffDW9EtZ1y2vBYgq8T,brostep,edm,pop
787,188,Break My Heart,Dua Lipa,1522808,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
788,189,Cover Me Up,Morgan Wallen,1517545,https://open.spotify.com/track/7Jd0VVrzeTTWipxSzJ81aC,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
789,190,Armed And Dangerous,Juice WRLD,1507380,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
790,191,ily (i love you baby) (feat. Emilee),Surf Mesa,1506358,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,1lmU3giNF3CSbkVSQmLpHQ,tropical house,unspecified,unspecified
791,192,Prospect (ft. Lil Baby),iann dior,1490881,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,6ASri4ePR7RlsvIQgWPJpS,melodic rap,pop rap,unspecified
792,193,Say You Won't Let Go,James Arthur,1489620,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,4IWBUUAFIplrNtaOHcJPRM,pop,post-teen pop,talent show
793,194,Maniac,Conan Gray,1486887,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
794,195,bad guy,Billie Eilish,1484977,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,unspecified
795,196,Stuntin' On You (feat. DaBaby),Tyla Yaweh,1483403,https://open.spotify.com/track/341lTIxmhybbQsgydwJiFx,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,1MXZ0hsGic96dWRDKwAwdr,cali rap,melodic rap,pop rap
796,197,Mr. Brightside,The Killers,1482940,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,0C0XlULifJtAgn6ZNCW2eu,dance rock,modern rock,permanent wave
797,198,Say So,Doja Cat,1468594,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
798,199,Tennessee Whiskey,Chris Stapleton,1465220,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,4YLtscXsxbVgi031ovDDdh,contemporary country,outlaw country,unspecified
799,200,Relación - Remix,Sech,1462509,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,regional-us-weekly-2020-09-25--2020-10-02.csv,September,39,Top 200,2020-09-25,77ziqFxp5gaInVrF2lj4ht,latin,panamanian pop,reggaeton
800,1,positions,Ariana Grande,8890496,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
801,2,DÁKITI,Bad Bunny,7709625,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
802,3,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7528691,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6MPCFvOQv5cIGfw3jODMF0,pop rap,rap,trap
803,4,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,6146007,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
804,5,34+35,Ariana Grande,6059066,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
805,6,Mood (feat. iann dior),24kGoldn,5984515,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6fWVd57NKTalqvmjRd2t8Z,cali rap,unspecified,unspecified
806,7,WAP (feat. Megan Thee Stallion),Cardi B,5910738,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4kYSro6naA4h99UJvo89HB,pop,pop rap,post-teen pop
807,8,What You Know Bout Love,Pop Smoke,5509689,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
808,9,Laugh Now Cry Later (feat. Lil Durk),Drake,5296245,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
809,10,pov,Ariana Grande,4876988,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
810,11,Lonely (with benny blanco),Justin Bieber,4756736,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
811,12,Tyler Herro,Jack Harlow,4600153,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,kentucky hip hop,pop rap
812,13,SO DONE,The Kid LAROI,4407050,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
813,14,Holy (feat. Chance The Rapper),Justin Bieber,4163321,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
814,15,Come & Go (with Marshmello),Juice WRLD,4147774,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
815,16,Hawái - Remix,Maluma,4112422,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,1r4hJ1h58CWwUQe3MxPuau,latin,reggaeton,reggaeton colombiano
816,17,Forever After All,Luke Combs,4071076,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,718COspgdWOnwOFpJHRZHS,contemporary country,unspecified,unspecified
817,18,motive (with Doja Cat),Ariana Grande,4055562,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
818,19,ROCKSTAR (feat. Roddy Ricch),DaBaby,3978187,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,unspecified
819,20,Put Your Records On,Ritt Momney,3931072,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,7MPGCB854Qo4alYMOPkBka,bedroom pop,unspecified,unspecified
820,21,Wishing Well,Juice WRLD,3813703,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
821,22,Blinding Lights,The Weeknd,3775168,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
822,23,Heather,Conan Gray,3661035,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
823,24,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,3614470,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6fWVd57NKTalqvmjRd2t8Z,cali rap,unspecified,unspecified
824,25,you broke me first,Tate McRae,3547433,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,45dkTj5sMRSjrmBSBeiHym,alt z,dance pop,electropop
825,26,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,3323901,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,kentucky hip hop,pop rap
826,27,Sofia,Clairo,3287608,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,3l0CmX0FuQjFxr8SK7Vqag,bedroom pop,pop,unspecified
827,28,Watermelon Sugar,Harry Styles,3283614,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
828,29,Dreams - 2004 Remaster,Fleetwood Mac,3276158,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,08GQAI4eElDnROBrJRGE0X,album rock,classic rock,mellow gold
829,30,Martin & Gina,Polo G,3261490,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6AgTAQt8XS6jRWi4sX7w49,chicago rap,unspecified,unspecified
830,31,Levitating (feat. DaBaby),Dua Lipa,3261355,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
831,32,Blueberry Faygo,Lil Mosey,3192896,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
832,33,Runnin,21 Savage,3126454,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,1URnnhqYAYcrqrcwql10ft,atl hip hop,rap,trap
833,34,my ex's best friend (with blackbear),Machine Gun Kelly,3097021,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6TIYQ3jFPwQSRmorSezPxX,ohio hip hop,pop rap,unspecified
834,35,Dynamite,BTS,3086573,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,unspecified
835,36,All Girls Are The Same,Juice WRLD,3085628,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
836,37,Took Her To The O,King Von,3050937,https://open.spotify.com/track/7fEoXCZTZFosUFvFQg1BmW,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6QtgPSJPSzcnn7dPZ4VINp,chicago rap,unspecified,unspecified
837,38,just like magic,Ariana Grande,2970464,https://open.spotify.com/track/7Dx9Z6Aon1qPS2N0rHSWTe,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
838,39,Wonder,Shawn Mendes,2959759,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,7n2wHs1TKAczGzO7Dd2rGr,canadian pop,pop,post-teen pop
839,40,Mr. Right Now (feat. Drake),21 Savage,2958953,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,1URnnhqYAYcrqrcwql10ft,atl hip hop,rap,trap
840,41,off the table (with The Weeknd),Ariana Grande,2940753,https://open.spotify.com/track/7E1jVNoWuemqUryI4FxsVD,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
841,42,Lucid Dreams,Juice WRLD,2932908,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
842,43,POPSTAR (feat. Drake),DJ Khaled,2918649,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,0QHgL1lAIqAw0HtD7YldmP,dance pop,hip hop,miami hip hop
843,44,ALWAYS DO,The Kid LAROI,2853262,https://open.spotify.com/track/3QCU8BT0zDS9LPVfEhRFEE,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
844,45,Be Like That - feat. Swae Lee & Khalid,Kane Brown,2845897,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,3oSJ7TBVCWMDMiYjXNiCKE,contemporary country,country,country road
845,46,PRACTICE,DaBaby,2845276,https://open.spotify.com/track/4Z5FyQlevoHoa5FsIVKZju,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,unspecified
846,47,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,2817115,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,0WK3H9OErSn5zKOkOV5egm,trap,viral rap,unspecified
847,48,Robbery,Juice WRLD,2787257,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
848,49,GO (feat. Juice WRLD),The Kid LAROI,2754600,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
849,50,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,2747678,https://open.spotify.com/track/13EW51DKru044OJDJ9Bm8o,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
850,51,Young Wheezy (with Gunna),NAV,2695790,https://open.spotify.com/track/0bMyxvtbPa7HFemLjzw0xX,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,7rkW85dBwwrJtlHRDkJDAC,canadian hip hop,hip hop,melodic rap
851,52,Daisy,Ashnikko,2673250,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,3PyJHH2wyfQK3WZrk9rpmP,alt z,electropop,escape room
852,53,Mood Swings (feat. Lil Tjay),Pop Smoke,2643328,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
853,54,Circles,Post Malone,2619072,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
854,55,All I Want for Christmas Is You,Mariah Carey,2615579,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4iHNK0tOyZPYnBU7nGAgpQ,dance pop,pop,urban contemporary
855,56,The Code (feat. Polo G),King Von,2571075,https://open.spotify.com/track/5NOUjBikzECEJyZMTxtErD,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6QtgPSJPSzcnn7dPZ4VINp,chicago rap,unspecified,unspecified
856,57,The Box,Roddy Ricch,2560356,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
857,58,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2552381,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
858,59,safety net (feat. Ty Dolla $ign),Ariana Grande,2544551,https://open.spotify.com/track/14gkWVFMwdxBMyqBw1wmIg,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
859,60,Someone You Loved,Lewis Capaldi,2494592,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,unspecified
860,61,nasty,Ariana Grande,2466464,https://open.spotify.com/track/0sci7ppTZFm4mjcH3nu8yO,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
861,62,What That Speed Bout!?,Mike WiLL Made-It,2465191,https://open.spotify.com/track/5iZ5wjTTxSIv8Cfrhj6Jla,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,0NWbwDZY1VkRqFafuQm6wk,atl hip hop,hip hop,pop rap
862,63,Sweater Weather,The Neighbourhood,2430285,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,modern rock,pop
863,64,WITHOUT YOU,The Kid LAROI,2428233,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
864,65,Before You Go,Lewis Capaldi,2396546,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,unspecified
865,66,shut up,Ariana Grande,2369874,https://open.spotify.com/track/3ko9jEHNt4O5fjKN65ULJp,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
866,67,Go Crazy,Chris Brown,2349731,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
867,68,Spicy (feat. Post Malone),Ty Dolla $ign,2331407,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,7c0XG5cIJTrrAgEC3ULPiq,pop,pop rap,r&b
868,69,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI,2326726,https://open.spotify.com/track/0DYNL4xbYWgNzppUamtyR4,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
869,70,Smile (with The Weeknd),Juice WRLD,2302276,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
870,71,E-GIRLS ARE RUINING MY LIFE!,CORPSE,2294520,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,7yntSJ6uojO3z6GFUVwhAW,viral rap,unspecified,unspecified
871,72,24 (feat. Lil Baby),Money Man,2285983,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,3Rx4PJ7SP6unkOk5elPUK7,atl trap,rap,southern hip hop
872,73,Golden,Harry Styles,2258244,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,regional-us-weekly-2020-11-06--2020-11-13.csv,November,45,Top 200,2020-11-06,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
